Method,RMSE
constant,3.092773569982388
MLP,2.988642454147339
ResNet,2.992130279541016
FTTrans,2.9953420162200928
boosted_trees,2.976245075959429
rf,2.968289012499793
linear_regression,3.0049848627338256
engression,3.0195980072021484
GAM,
GP,
