Method,RMSE
constant,0.598277569469202
MLP,0.0849925056099891
ResNet,0.1168099269270896
FTTrans,0.09771330654621124
boosted_trees,0.0822375680616789
rf,0.0877385755688573
linear_regression,0.4413494289549565
engression,0.0837059319019317
GAM,
GP,
