Method,RMSE
constant,0.8009710461924144
MLP,0.2977176904678345
ResNet,0.1167549714446067
FTTrans,0.031008195132017136
boosted_trees,0.1010934026836768
rf,0.1356965624594062
linear_regression,0.3047054743642094
engression,0.0381708107888698
GAM,
GP,
