Method,RMSE
constant,0.8122210311423907
MLP,0.5737647414207458
ResNet,0.6472373604774475
FTTrans,
boosted_trees,0.5612864620405804
rf,0.5815052823191483
linear_regression,23.42824903333934
engression,0.5751532912254333
GAM,
GP,
