Method,RMSE
constant,0.5530654698104054
MLP,0.0913008078932762
ResNet,0.1371985524892807
FTTrans,0.08901562541723251
boosted_trees,0.0890454115765762
rf,0.0899234110725174
linear_regression,0.2478103769188681
engression,0.0881676524877548
GAM,
GP,
