Method,RMSE
constant,1.0125517996257294
MLP,0.3919952511787414
ResNet,0.1747301071882248
FTTrans,0.1004476323723793
boosted_trees,0.0988731533150126
rf,0.1427311483452782
linear_regression,0.1491238049085167
engression,0.1063766628503799
GAM,
GP,
