Method,CRPS
constant,0.45414842287706036
MLP,0.2686245558190023
ResNet,0.28520302306361767
FTTrans,0.27122333739468374
distributional_boosted_trees,0.022322576502725344
drf,0.02481422206875831
boosted_trees,0.01212188619768651
rf,0.02860482348048881
linear_regression,0.18237297675107428
engression,0.010352396145815691
GAM,0.04426346308991439
