Method,CRPS
constant,0.3347111642559431
MLP,0.2647590895982644
ResNet,0.25147115453908325
FTTrans,0.25215806723160156
distributional_boosted_trees,0.18425385034622324
drf,0.15382634394476113
boosted_trees,0.20336425641657427
rf,0.20065340151099126
linear_regression,0.2617495019078417
engression,0.17869682834595899
GAM,0.2528083124734523
