Method,CRPS
constant,0.29372642742284505
MLP,0.18965586468715817
ResNet,0.19109584338612107
FTTrans,0.19225680331178052
distributional_boosted_trees,0.0909483230993482
drf,0.10144939507794402
boosted_trees,0.09201416890958637
rf,0.09796059476848894
linear_regression,0.1463355447706938
engression,0.09483221192558199
GAM,0.11401618898718707
