Method,CRPS
constant,0.4061858696512322
MLP,0.2404571615333642
ResNet,0.2677487483029008
FTTrans,0.2348989853793484
distributional_boosted_trees,0.1665331161307177
drf,0.1818650751800379
boosted_trees,0.1695442416143147
rf,0.1829550998437925
linear_regression,0.2450511504490446
engression,0.1867707697625687
GAM,0.3739052337443383
GP,0.251249516149847
