Method,Log Loss
constant,0.6938596547083652
MLP,0.5095916952643591
ResNet,0.5084798453618872
FTTrans,0.6935335807025566
boosted_trees,0.4839698982435435
rf,0.49817101783565815
logistic_regression,0.4937242199211763
engression,0.5671954166492469
GAM,
GP,
