Method,Log Loss
constant,0.7234699681379726
MLP,0.5205754910704493
ResNet,0.7277836087549222
FTTrans,0.4942854880836053
boosted_trees,0.48905726987911285
rf,0.49422482866289436
logistic_regression,0.5791858634210987
engression,0.599961993224197
GAM,
GP,
