Method,CRPS
constant,0.5880322938864199
MLP,0.340630466705212
ResNet,0.341581979988926
FTTrans,0.34201180006766513
distributional_boosted_trees,0.0516245055017108
drf,0.0719659413225629
boosted_trees,0.0515545444800273
rf,0.0730761905225028
linear_regression,0.0780504092326756
engression,0.0537464036412411
GAM,
GP,
