Method,CRPS
constant,0.293726427422845
MLP,0.1924982820909195
ResNet,0.1881003156736842
FTTrans,0.18976400617184688
distributional_boosted_trees,0.0897740868725435
drf,0.1013130828589076
boosted_trees,0.0888625257027285
rf,0.0972807159308053
linear_regression,0.1435261188219809
engression,0.090404269697111
GAM,
GP,
