Method,CRPS
constant,0.4541484228770603
MLP,0.2733723473598676
ResNet,0.2686536503141307
FTTrans,0.26833940203825307
distributional_boosted_trees,0.0224695136378922
drf,0.0246706942615298
boosted_trees,0.0101300170417364
rf,0.0284576841538582
linear_regression,0.1681595325310023
engression,0.0160387024927276
GAM,
GP,
