Method,CRPS
constant,1.7225120286851707
MLP,1.317493242742397
ResNet,1.3545639721351743
FTTrans,1.33100292400207
distributional_boosted_trees,1.0633333022779925
drf,1.034300935272476
boosted_trees,1.0964624051669238
rf,1.0823298053969663
linear_regression,1.144920141176888
engression,1.0355052757776528
GAM,
GP,
