Method,RMSE
constant,0.6869199992671352
MLP,0.4656810164451599
ResNet,0.4878600537776947
FTTrans,0.387378990650177
boosted_trees,0.3281458226073498
rf,0.33194071309185763
linear_regression,0.5444545693044296
engression,0.4807291626930237
GAM,0.42967859021339977
