Method,RMSE
constant,0.0005442066349928562
MLP,0.000245254224864766
ResNet,0.0002659117744769901
FTTrans,0.0005804236279800534
boosted_trees,0.00021274210603576332
rf,0.0002433925341469629
linear_regression,0.00023009742642169975
engression,0.000210684331250377
GAM,0.0005447781452424228
