Method,RMSE
constant,1.1327298544123057
MLP,0.9577928781509399
ResNet,0.910160481929779
FTTrans,0.7478719353675842
boosted_trees,0.7689683835845647
rf,0.7675983989115353
linear_regression,0.7905096861030437
engression,0.8064478039741516
GAM,0.947180221686045
