Method,RMSE
constant,4.153240101569952
MLP,4.708212375640869
ResNet,3.348008394241333
FTTrans,3.0982248783111572
boosted_trees,2.7688312710983696
rf,2.822388594643246
linear_regression,3.4206971838742875
engression,5.697902202606201
GAM,3.1725813412848853
