Method,CRPS
constant,7.172657692045154
MLP,5.201803796155882
ResNet,6.186170572269481
FTTrans,
distributional_boosted_trees,3.916021445963603
drf,3.7784797150593277
boosted_trees,3.9559203855747853
rf,3.9654145250323647
linear_regression,1780.5966678336035
engression,4.156542909028695
GAM,
GP,
