Method,CRPS
constant,0.6350808145358842
MLP,0.3213048225184176
ResNet,0.6403703172686485
FTTrans,0.2382954173890694
distributional_boosted_trees,0.0640411045989077
drf,0.0823471105770129
boosted_trees,0.0463562335658444
rf,0.1057641122796005
linear_regression,0.2741851414719022
engression,0.0190086484941479
GAM,0.13549055722206577
GP,
