Method,CRPS
constant,0.3793272390449447
MLP,0.3195531297433928
ResNet,0.3184647147734066
FTTrans,0.2965500648876091
distributional_boosted_trees,0.2257215938116886
drf,0.2367621642872133
boosted_trees,0.2291546102587694
rf,0.2376399774801735
linear_regression,0.2640662041904781
engression,0.2432597807165374
GAM,0.7049605663479204
GP,
