Method,Accuracy
Constant,0.425
MLP,0.788
ResNet,0.7523333333333333
FTTrans,0.7783333333333333
boosted_trees,0.8053333333333333
rf,0.808
logistic_regression,0.7763333333333333
engression,0.786
GAM,0.8036666666666666
GP,0.7143333333333334
