Method,Accuracy
Constant,0.475166790214974
MLP,0.8676797627872498
ResNet,0.6134173461823573
FTTrans,0.8832468495181616
boosted_trees,0.8910303928836175
rf,0.8832468495181616
logistic_regression,0.80763528539659
engression,0.8787991104521868
GAM,
GP,0.8543365455893255
