Method,Accuracy
Constant,0.5026666666666667
MLP,0.6856666666666666
ResNet,0.702
FTTrans,0.5013333333333333
boosted_trees,0.7033333333333334
rf,0.702
logistic_regression,0.6186666666666667
engression,0.674
GAM,0.6833333333333333
GP,0.641
