Method,Accuracy
Constant,0.472
MLP,0.833
ResNet,0.801
FTTrans,0.8556666666666667
boosted_trees,0.8753333333333333
rf,0.856
logistic_regression,0.816
engression,0.8466666666666667
GAM,0.8343333333333334
GP,0.8113333333333334
