Method,Accuracy
Constant,0.4816666666666667
MLP,0.7793333333333333
ResNet,0.458
FTTrans,0.7506666666666667
boosted_trees,0.7923333333333333
rf,0.7943333333333333
logistic_regression,0.5413333333333333
engression,0.7363333333333333
GAM,0.7533333333333333
GP,0.7036666666666667
