Method,Accuracy
Constant,0.4693333333333333
MLP,0.6013333333333334
ResNet,0.5986666666666667
FTTrans,0.6016666666666667
boosted_trees,0.587
rf,0.5906666666666667
logistic_regression,0.594
engression,0.6046666666666667
GAM,0.5956666666666667
GP,0.5963333333333334
