Method,Accuracy
Constant,0.444
MLP,0.7106666666666667
ResNet,0.691
FTTrans,0.726
boosted_trees,0.7736666666666666
rf,0.7673333333333333
logistic_regression,0.6983333333333334
engression,0.7286666666666667
GAM,
GP,
