Method,RMSE
constant,0.7136334794221987
MLP,0.5647677183151245
ResNet,0.5035618543624878
FTTrans,0.46570199728012085
boosted_trees,0.4445526580943428
rf,0.4693920300313725
linear_regression,0.5220273246811882
engression,0.484338104724884
GAM,
GP,
