Method,RMSE
constant,0.787780816111709
MLP,0.5913782119750977
ResNet,0.6001180410385132
FTTrans,
boosted_trees,0.5745349476328598
rf,0.6034707654025794
linear_regression,0.5873730259337938
engression,0.5887751579284668
GAM,
GP,
