Method,RMSE
constant,1.697137322746738
MLP,1.0926589965820312
ResNet,0.9381717443466188
FTTrans,0.233802855014801
boosted_trees,0.2224603796820452
rf,0.2059929900195133
linear_regression,1.8701197786805503
engression,0.0777481570839881
GAM,0.06786756377595134
GP,
