Method,RMSE
constant,0.8430829525280656
MLP,0.1905154883861541
ResNet,0.4382232129573822
FTTrans,0.1244024485349655
boosted_trees,0.1150411949082913
rf,0.1480851182361184
linear_regression,0.5639721176205564
engression,0.1015864610671997
GAM,0.09717700105079388
GP,
