Method,RMSE
constant,3.076411851865044
MLP,2.999511957168579
ResNet,3.000720977783203
FTTrans,2.990118265151977
boosted_trees,2.961865873964981
rf,2.963497331095304
linear_regression,2.99362132934538
engression,3.0239450931549072
GAM,2.9656383301286806
GP,
