Method,RMSE
constant,3.709520427119689
MLP,2.052804470062256
ResNet,3.2933335304260254
FTTrans,2.0171542167663574
boosted_trees,2.058875755522448
rf,2.033734749612499
linear_regression,2.0687317848205566
engression,1.96743392944336
GAM,2.0320097920918267
GP,
