Method,CRPS
constant,2.38404609341745
MLP,1.426457465582203
ResNet,1.385830657834343
FTTrans,1.3451664837816348
distributional_boosted_trees,1.3120505546495176
drf,1.2973612200106237
boosted_trees,1.3485192729091493
rf,1.360323273698643
linear_regression,1.371425710444253
engression,1.1618779899890683
GAM,1.3818840618981238
GP,2.071487112100239
