Method,CRPS
constant,0.4777083110628514
MLP,0.4156365106703793
ResNet,0.4669271636545085
FTTrans,0.4968215248278497
distributional_boosted_trees,0.3066081241065038
drf,0.3301865888840778
boosted_trees,0.3378432102273637
rf,0.3597486577870631
linear_regression,0.6505787893329326
engression,0.3937094530878208
GAM,0.5011794264728643
GP,0.42808192345833745
