Method,CRPS
constant,0.0003941767165103
MLP,0.0001430960423049
ResNet,0.0002967667160515
FTTrans,0.000303658394744
distributional_boosted_trees,0.0001394207109305
drf,0.0001595041755009
boosted_trees,0.0001424634643585
rf,0.000156151472287
linear_regression,0.0001352352585064
engression,0.0001128270733663
GAM,
GP,0.00018140733759361197
