Method,CRPS
constant,0.0003410658901228
MLP,0.0001472573132085
ResNet,0.0021115450955939
FTTrans,0.0003424029044336
distributional_boosted_trees,0.0001386932960258
drf,0.0001482087347537
boosted_trees,0.0001293459307754
rf,0.0001500284766942
linear_regression,0.0001351215108866
engression,0.0001154180575125
GAM,0.0001325271484721
GP,0.00016594684009229392
