Method,CRPS
constant,1.801299091457249
MLP,1.816288293933753
ResNet,1.793950085025395
FTTrans,1.7979958589593277
distributional_boosted_trees,1.7564351148356665
drf,1.6433818519891066
boosted_trees,1.7806262597108065
rf,1.7765313073807447
linear_regression,1.7866310751979957
engression,1.7544972217521044
GAM,1.7805539911963923
GP,2.650295182472892
