Method,CRPS
constant,0.8123256795195706
MLP,0.3469706958932707
ResNet,0.486701847730263
FTTrans,0.330793169074262
distributional_boosted_trees,0.1710127960003981
drf,0.1603778875886854
boosted_trees,0.1619849362754587
rf,0.1584380466363681
linear_regression,0.180208430733919
engression,0.1696642438229806
GAM,0.1511835093874028
GP,-1693.4026337759672
