Method,RMSE
constant,446.530834963781
MLP,395.9089965820313
ResNet,402.7384338378906
FTTrans,391.1060180664063
boosted_trees,383.6281077412277
rf,383.58543735682105
linear_regression,404.740707636837
engression,394.7708129882813
GAM,383.28797221241746
GP,
