Method,RMSE
constant,0.9950131938601458
MLP,0.1146578937768936
ResNet,0.3452324569225311
FTTrans,0.1078513041138649
boosted_trees,0.1042103027462039
rf,0.1421524730688436
linear_regression,0.1311356320094551
engression,0.1131749674677848
GAM,0.12179233183970119
GP,
