Method,RMSE
constant,0.9475809946804162
MLP,0.1560317277908325
ResNet,0.766176164150238
FTTrans,0.1599273681640625
boosted_trees,0.105490327612817
rf,0.130107002477878
linear_regression,0.7317066129184039
engression,0.3730095326900482
GAM,0.057148124493815296
GP,
