Method,RMSE
constant,12.847675960519435
MLP,8.387247085571289
ResNet,8.709650993347168
FTTrans,
boosted_trees,7.989814519492503
rf,7.832783532396027
linear_regression,8362.48788787617
engression,8.881486892700195
GAM,
GP,
