Method,RMSE
constant,1.951049353168648
MLP,1.9262115955352783
ResNet,1.931915163993836
FTTrans,1.9048445224761963
boosted_trees,1.892106130842754
rf,1.8869108709879767
linear_regression,1.932830085958534
engression,1.94592809677124
GAM,3.235916461608343
GP,
