Method,RMSE
constant,0.025380631188352692
MLP,0.02479644864797592
ResNet,0.025004805997014046
FTTrans,
boosted_trees,0.02403489302026503
rf,0.02381265838093816
linear_regression,0.04959778139539093
engression,0.02466818131506443
GAM,
GP,
