Method,RMSE
constant,13.92670436553373
MLP,0.3030886650085449
ResNet,12.57388401031494
FTTrans,0.1535351425409317
boosted_trees,0.3212198804864372
rf,0.3142914934584588
linear_regression,6.942505359649658
engression,0.1647601127624511
GAM,5.978114215039411
GP,
