Method,Accuracy
Constant,0.1771300448430493
MLP,0.937593423019432
ResNet,0.4966367713004484
FTTrans,0.9241405082212256
boosted_trees,0.9282511210762332
rf,0.9136771300448432
logistic_regression,0.8023168908819133
engression,0.9360986547085202
GAM,0.9204035874439462
GP,0.9237668161434978
