Method,Accuracy
Constant,0.4453333333333333
MLP,0.6896666666666667
ResNet,0.6596666666666666
FTTrans,0.72
boosted_trees,0.7213333333333334
rf,0.708
logistic_regression,0.6616666666666666
engression,0.6996666666666667
GAM,
GP,0.6816666666666666
