Method,Accuracy
Constant,0.4483333333333333
MLP,0.871
ResNet,0.798
FTTrans,0.8706666666666667
boosted_trees,0.8926666666666667
rf,0.8816666666666667
logistic_regression,0.8413333333333334
engression,0.867
GAM,0.8356666666666667
GP,0.8456666666666667
