Method,Accuracy
Constant,0.3563333333333333
MLP,0.9266666666666666
ResNet,0.356
FTTrans,0.91
boosted_trees,0.9203333333333332
rf,0.8923333333333333
logistic_regression,0.8283333333333334
engression,0.9323333333333332
GAM,
GP,0.9176666666666666
