Method,Accuracy
Constant,0.3270321361058601
MLP,0.8355387523629489
ResNet,0.6332703213610587
FTTrans,0.8620037807183365
boosted_trees,0.8582230623818525
rf,0.8549149338374291
logistic_regression,0.753780718336484
engression,0.8393194706994329
GAM,0.8435727788279773
GP,0.3270321361058601
