Method,Accuracy
Constant,0.4746666666666667
MLP,0.6223333333333333
ResNet,0.6366666666666667
FTTrans,0.6063333333333333
boosted_trees,0.623
rf,0.6253333333333333
logistic_regression,0.612
engression,0.635
GAM,0.6226666666666667
GP,0.6263333333333333
