Method,Accuracy
Constant,0.4566666666666666
MLP,0.7423333333333333
ResNet,0.5306666666666666
FTTrans,0.7453333333333333
boosted_trees,0.7626666666666667
rf,0.76
logistic_regression,0.7263333333333334
engression,0.743
GAM,0.7466666666666667
GP,0.652
