Method,Log Loss
constant,0.6933708558575084
MLP,0.44127325076050483
ResNet,0.7038927687600952
FTTrans,0.42396081506027833
boosted_trees,0.3351454540796478
rf,0.36692198230156725
logistic_regression,0.48367966910380183
engression,0.46463576988052535
GAM,0.7025812979058602
