Method,Log Loss
constant,0.9267342256273652
MLP,1.987798724129463
ResNet,0.9337978213038266
FTTrans,0.6846435363115613
boosted_trees,0.5501365816433327
rf,0.9669461117745818
logistic_regression,1.4382233714731347
engression,2.0930525091650174
GAM,0.9326065538538537
