Method,RMSE
constant,3.1478997045060075
MLP,2.041841745376587
ResNet,2.035374402999878
FTTrans,2.054213762283325
boosted_trees,2.0558505675483736
rf,2.050396187278
linear_regression,2.111588478088379
engression,2.049677610397339
GAM,
GP,
