Method,RMSE
constant,1.123159360342438
MLP,0.056562103331089
ResNet,0.1292455643415451
FTTrans,0.023855166509747505
boosted_trees,0.0203570659534944
rf,0.018279223306407
linear_regression,0.6433291296897108
engression,0.0227613355964422
GAM,
GP,
