Method,RMSE
constant,0.028107232438823255
MLP,0.027216816321015358
ResNet,0.02710525318980217
FTTrans,
boosted_trees,0.027149411321669564
rf,0.02696463732726043
linear_regression,0.02867080932015963
engression,0.027864066883921623
GAM,
GP,
