Method,RMSE
constant,0.6777349797758851
MLP,0.3980835676193237
ResNet,0.4042359888553619
FTTrans,0.40066802501678467
boosted_trees,0.384823979077243
rf,0.3936851038411267
linear_regression,0.4461872964589577
engression,0.4047388434410095
GAM,
GP,
