Method,RMSE
constant,420.0550306362069
MLP,382.0831604003906
ResNet,380.2794494628906
FTTrans,378.77435302734375
boosted_trees,376.78625757656425
rf,377.5801959204364
linear_regression,390.14496384711657
engression,382.4404602050781
GAM,
GP,
