Method,RMSE
constant,12.780692619390274
MLP,8.67817497253418
ResNet,8.71944522857666
FTTrans,
boosted_trees,8.53595294488127
rf,8.521762715816127
linear_regression,3327.8888266120703
engression,8.654592514038086
GAM,
GP,
